recorded_by_mdy,typed_by_mdy,session,block,pot_ID,treatment,sample_month,sample_day,sample_year,period,weight_lbs,weight_grams,remarks
GX - 09/19/2018,GX - 09/20/2018,19,B1,PLMA-11,WW,9,19,2018,T3,,1958,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SYNO-13,WW,9,19,2018,T3,,1902,
GX - 09/19/2018,GX - 09/20/2018,19,B1,EMNI-2,WW,9,19,2018,T3,,2042,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SOBI-20,WW,9,19,2018,T3,,2000,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SEAL-5,WW,9,19,2018,T3,,1898,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SESE-9,WW,9,19,2018,T3,,2081,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SITR-4,WW,9,19,2018,T3,,1890,
GX - 09/19/2018,GX - 09/20/2018,19,B1,DEFL-15,WW,9,19,2018,T3,,1815,
GX - 09/19/2018,GX - 09/20/2018,19,B1,DEFL-2,WW,9,19,2018,T3,,1823,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SITR-11,WW,9,19,2018,T3,,1807,
GX - 09/19/2018,GX - 09/20/2018,19,B1,EMNI-1,WW,9,19,2018,T3,,2079,
GX - 09/19/2018,GX - 09/20/2018,19,B1,VAMA-1,WW,9,19,2018,T3,,1861,
GX - 09/19/2018,GX - 09/20/2018,19,B1,PLMA-5,WW,9,19,2018,T3,,1865,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SEAL-7,WW,9,19,2018,T3,,1852,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SC-9,WW,9,19,2018,T3,,2016,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SYNO-14,WW,9,19,2018,T3,,1733,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SESE-19,WW,9,19,2018,T3,,1947,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SOBI-11,WW,9,19,2018,T3,,1919,
GX - 09/19/2018,GX - 09/20/2018,19,B1,DASP-17,WW,9,19,2018,T3,,1904,
GX - 09/19/2018,GX - 09/20/2018,19,B1,SEAC-12,WW,9,19,2018,T3,,1908,
GX - 09/19/2018,GX - 09/20/2018,19,B1,FERU-16,WW,9,19,2018,T3,,1903,
GX - 09/20/2018,GX - 09/25/2018,19,B1,FERU-3,WW,9,20,2018,T4,,1821,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SEAC-9,WW,9,20,2018,T4,,1883,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SC-14,WW,9,20,2018,T4,,2046,
GX - 09/20/2018,GX - 09/25/2018,19,B1,VAMA-16,WW,9,20,2018,T4,,1775,
GX - 09/20/2018,GX - 09/25/2018,19,B1,DASP-9,WW,9,20,2018,T4,,1855,
GX - 09/20/2018,GX - 09/25/2018,19,B1,PLMA-11,WW,9,20,2018,T4,,1935,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SYNO-13,WW,9,20,2018,T4,,1846,
GX - 09/20/2018,GX - 09/25/2018,19,B1,EMNI-2,WW,9,20,2018,T4,,2020,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SOBI-20,WW,9,20,2018,T4,,1956,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SEAL-5,WW,9,20,2018,T4,,1875,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SESE-9,WW,9,20,2018,T4,,2048,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SITR-4,WW,9,20,2018,T4,,1855,
GX - 09/20/2018,GX - 09/25/2018,19,B1,DEFL-15,WW,9,20,2018,T4,,1791,
GX - 09/20/2018,GX - 09/25/2018,19,B1,DEFL-2,WW,9,20,2018,T4,,1804,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SITR-11,WW,9,20,2018,T4,,1784,
GX - 09/20/2018,GX - 09/25/2018,19,B1,EMNI-1,WW,9,20,2018,T4,,2048,
GX - 09/20/2018,GX - 09/25/2018,19,B1,VAMA-1,WW,9,20,2018,T4,,1837,
GX - 09/20/2018,GX - 09/25/2018,19,B1,PLMA-5,WW,9,20,2018,T4,,1828,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SEAL-7,WW,9,20,2018,T4,,1833,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SC-9,WW,9,20,2018,T4,,1986,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SYNO-14,WW,9,20,2018,T4,,1669,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SESE-19,WW,9,20,2018,T4,,1925,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SOBI-11,WW,9,20,2018,T4,,1866,
GX - 09/20/2018,GX - 09/25/2018,19,B1,DASP-17,WW,9,20,2018,T4,,1877,
GX - 09/20/2018,GX - 09/25/2018,19,B1,SEAC-12,WW,9,20,2018,T4,,1886,
GX - 09/20/2018,GX - 09/25/2018,19,B1,FERU-16,WW,9,20,2018,T4,,1846,
GX - 09/18/2018,GX - 09/20/2018,19,B2,FERU-14,WW,9,18,2018,T1,,1661,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SEAC-2,WW,9,18,2018,T1,,1868,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SC-12,WW,9,18,2018,T1,,2017,
GX - 09/18/2018,GX - 09/20/2018,19,B2,VAMA-9,WW,9,18,2018,T1,,1882,
GX - 09/18/2018,GX - 09/20/2018,19,B2,DASP-18,WW,9,18,2018,T1,,1831,
GX - 09/18/2018,GX - 09/20/2018,19,B2,PLMA-17,WW,9,18,2018,T1,,1960,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SYNO-16,WW,9,18,2018,T1,,1715,
GX - 09/18/2018,GX - 09/20/2018,19,B2,EMNI-20,WW,9,18,2018,T1,,2028,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SOBI-15,WW,9,18,2018,T1,,1800,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SEAL-2,WW,9,18,2018,T1,,1949,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SESE-3,WW,9,18,2018,T1,,1952,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SITR-18,WW,9,18,2018,T1,,1581,
GX - 09/18/2018,GX - 09/20/2018,19,B2,DEFL-9,WW,9,18,2018,T1,,1680,
GX - 09/18/2018,GX - 09/20/2018,19,B2,DEFL-16,WW,9,18,2018,T1,,1776,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SITR-6,WW,9,18,2018,T1,,1848,
GX - 09/18/2018,GX - 09/20/2018,19,B2,EMNI-7,WW,9,18,2018,T1,,1967,
GX - 09/18/2018,GX - 09/20/2018,19,B2,VAMA-10,WW,9,18,2018,T1,,1776,
GX - 09/18/2018,GX - 09/20/2018,19,B2,PLMA-1,WW,9,18,2018,T1,,1812,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SEAL-13,WW,9,18,2018,T1,,1826,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SC-19,WW,9,18,2018,T1,,1826,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SYNO-2,WW,9,18,2018,T1,,1719,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SESE-8,WW,9,18,2018,T1,,1919,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SOBI-2,WW,9,18,2018,T1,,1634,
GX - 09/18/2018,GX - 09/20/2018,19,B2,FERU-12,WW,9,18,2018,T1,,1655,
GX - 09/18/2018,GX - 09/20/2018,19,B2,DASP-5,WW,9,18,2018,T1,,1868,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SEAC-1,WW,9,18,2018,T1,,1759,
GX - 09/18/2018,GX - 09/20/2018,19,B2,FERU-14,WW,9,18,2018,T2,,1865,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SEAC-2,WW,9,18,2018,T2,,1934,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SC-12,WW,9,18,2018,T2,,2110,
GX - 09/18/2018,GX - 09/20/2018,19,B2,VAMA-9,WW,9,18,2018,T2,,1957,
GX - 09/18/2018,GX - 09/20/2018,19,B2,DASP-18,WW,9,18,2018,T2,,1928,
GX - 09/18/2018,GX - 09/20/2018,19,B2,PLMA-17,WW,9,18,2018,T2,,2060,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SYNO-16,WW,9,18,2018,T2,,1935,
GX - 09/18/2018,GX - 09/20/2018,19,B2,EMNI-20,WW,9,18,2018,T2,,2082,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SOBI-15,WW,9,18,2018,T2,,1957,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SEAL-2,WW,9,18,2018,T2,,2024,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SESE-3,WW,9,18,2018,T2,,2069,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SITR-18,WW,9,18,2018,T2,,1670,
GX - 09/18/2018,GX - 09/20/2018,19,B2,DEFL-9,WW,9,18,2018,T2,,1797,
GX - 09/18/2018,GX - 09/20/2018,19,B2,DEFL-16,WW,9,18,2018,T2,,1878,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SITR-6,WW,9,18,2018,T2,,1934,
GX - 09/18/2018,GX - 09/20/2018,19,B2,EMNI-7,WW,9,18,2018,T2,,2055,
GX - 09/18/2018,GX - 09/20/2018,19,B2,VAMA-10,WW,9,18,2018,T2,,1861,
GX - 09/18/2018,GX - 09/20/2018,19,B2,PLMA-1,WW,9,18,2018,T2,,1950,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SEAL-13,WW,9,18,2018,T2,,1914,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SC-19,WW,9,18,2018,T2,,1908,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SYNO-2,WW,9,18,2018,T2,,2001,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SESE-8,WW,9,18,2018,T2,,2065,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SOBI-2,WW,9,18,2018,T2,,1956,
GX - 09/18/2018,GX - 09/20/2018,19,B2,FERU-12,WW,9,18,2018,T2,,1845,
GX - 09/18/2018,GX - 09/20/2018,19,B2,DASP-5,WW,9,18,2018,T2,,1954,
GX - 09/18/2018,GX - 09/20/2018,19,B2,SEAC-1,WW,9,18,2018,T2,,1826,
GX - 09/19/2018,GX - 09/20/2018,19,B2,FERU-14,WW,9,19,2018,T3,,1831,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SEAC-2,WW,9,19,2018,T3,,1924,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SC-12,WW,9,19,2018,T3,,2096,
GX - 09/19/2018,GX - 09/20/2018,19,B2,VAMA-9,WW,9,19,2018,T3,,1943,
GX - 09/19/2018,GX - 09/20/2018,19,B2,DASP-18,WW,9,19,2018,T3,,1907,
GX - 09/19/2018,GX - 09/20/2018,19,B2,PLMA-17,WW,9,19,2018,T3,,2040,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SYNO-16,WW,9,19,2018,T3,,1900,
GX - 09/19/2018,GX - 09/20/2018,19,B2,EMNI-20,WW,9,19,2018,T3,,2066,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SOBI-15,WW,9,19,2018,T3,,1930,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SEAL-2,WW,9,19,2018,T3,,2009,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SESE-3,WW,9,19,2018,T3,,2056,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SITR-18,WW,9,19,2018,T3,,1652,
GX - 09/19/2018,GX - 09/20/2018,19,B2,DEFL-9,WW,9,19,2018,T3,,1780,
GX - 09/19/2018,GX - 09/20/2018,19,B2,DEFL-16,WW,9,19,2018,T3,,1863,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SITR-6,WW,9,19,2018,T3,,1918,
GX - 09/19/2018,GX - 09/20/2018,19,B2,EMNI-7,WW,9,19,2018,T3,,2039,
GX - 09/19/2018,GX - 09/20/2018,19,B2,VAMA-10,WW,9,19,2018,T3,,1846,
GX - 09/19/2018,GX - 09/20/2018,19,B2,PLMA-1,WW,9,19,2018,T3,,1928,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SEAL-13,WW,9,19,2018,T3,,1902,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SC-19,WW,9,19,2018,T3,,1893,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SYNO-2,WW,9,19,2018,T3,,1964,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SESE-8,WW,9,19,2018,T3,,2047,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SOBI-2,WW,9,19,2018,T3,,1910,
GX - 09/19/2018,GX - 09/20/2018,19,B2,FERU-12,WW,9,19,2018,T3,,1821,
GX - 09/19/2018,GX - 09/20/2018,19,B2,DASP-5,WW,9,19,2018,T3,,1940,
GX - 09/19/2018,GX - 09/20/2018,19,B2,SEAC-1,WW,9,19,2018,T3,,1817,
GX - 09/20/2018,GX - 09/25/2018,19,B2,FERU-14,WW,9,20,2018,T4,,1764,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SEAC-2,WW,9,20,2018,T4,,1903,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SC-12,WW,9,20,2018,T4,,2069,
GX - 09/20/2018,GX - 09/25/2018,19,B2,VAMA-9,WW,9,20,2018,T4,,1918,
GX - 09/20/2018,GX - 09/25/2018,19,B2,DASP-18,WW,9,20,2018,T4,,1880,
GX - 09/20/2018,GX - 09/25/2018,19,B2,PLMA-17,WW,9,20,2018,T4,,2008,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SYNO-16,WW,9,20,2018,T4,,1835,
GX - 09/20/2018,GX - 09/25/2018,19,B2,EMNI-20,WW,9,20,2018,T4,,2047,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SOBI-15,WW,9,20,2018,T4,,1876,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SEAL-2,WW,9,20,2018,T4,,1981,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SESE-3,WW,9,20,2018,T4,,2019,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SITR-18,WW,9,20,2018,T4,,1613,
GX - 09/20/2018,GX - 09/25/2018,19,B2,DEFL-9,WW,9,20,2018,T4,,1744,
GX - 09/20/2018,GX - 09/25/2018,19,B2,DEFL-16,WW,9,20,2018,T4,,1828,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SITR-6,WW,9,20,2018,T4,,2005,
GX - 09/20/2018,GX - 09/25/2018,19,B2,EMNI-7,WW,9,20,2018,T4,,1817,
GX - 09/20/2018,GX - 09/25/2018,19,B2,VAMA-10,WW,9,20,2018,T4,,1880,
GX - 09/20/2018,GX - 09/25/2018,19,B2,PLMA-1,WW,9,20,2018,T4,,1873,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SEAL-13,WW,9,20,2018,T4,,1860,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SC-19,WW,9,20,2018,T4,,1889,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SYNO-2,WW,9,20,2018,T4,,2002,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SESE-8,WW,9,20,2018,T4,,1823,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SOBI-2,WW,9,20,2018,T4,,1766,
GX - 09/20/2018,GX - 09/25/2018,19,B2,FERU-12,WW,9,20,2018,T4,,1908,
GX - 09/20/2018,GX - 09/25/2018,19,B2,DASP-5,WW,9,20,2018,T4,,1796,
GX - 09/20/2018,GX - 09/25/2018,19,B2,SEAC-1,WW,9,20,2018,T4,,,
GX - 09/21/2018,GX - 09/25/2018,12,B1,VAMA-19,WD,9,21,2018,T1,,1736,
GX - 09/21/2018,GX - 09/25/2018,12,B1,PLMA-16,WD,9,21,2018,T1,,1778,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SYNO-9,WD,9,21,2018,T1,,1655,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SC-15,WD,9,21,2018,T1,,1794,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SITR-5,WD,9,21,2018,T1,,1850,"typo in pot_ID column; changed from ""SITR-15"" to ""SITR-5"" (GX)"
GX - 09/21/2018,GX - 09/25/2018,12,B1,DASP-1,WD,9,21,2018,T1,,1660,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SEAL-14,WD,9,21,2018,T1,,1798,
GX - 09/21/2018,GX - 09/25/2018,12,B1,EMNI-12,WD,9,21,2018,T1,,1857,
GX - 09/21/2018,GX - 09/25/2018,12,B1,DEFL-18,WD,9,21,2018,T1,,1577,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SEAC-11,WD,9,21,2018,T1,,1839,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SESE-20,WD,9,21,2018,T1,,1730,
GX - 07/20/2018,GX - 07/21/2018,3,B4,FERU-9,WD,7,20,2018,T1,2.92,1324,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SOBI-17,WD,9,21,2018,T1,,1550,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SYNO-11,WD,9,21,2018,T1,,1516,
GX - 09/21/2018,GX - 09/25/2018,12,B1,PLMA-10,WD,9,21,2018,T1,,1744,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SEAL-4,WD,9,21,2018,T1,,1649,
GX - 09/21/2018,GX - 09/25/2018,12,B1,EMNI-13,WD,9,21,2018,T1,,1900,
GX - 09/21/2018,GX - 09/25/2018,12,B1,DASP-12,WD,9,21,2018,T1,,1740,
GX - 09/21/2018,GX - 09/25/2018,12,B1,VAMA-20,WD,9,21,2018,T1,,1784,
GX - 07/20/2018,GX - 07/21/2018,3,B4,FERU-9,WD,7,20,2018,T2,3.95,1792,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SESE-18,WD,9,21,2018,T1,,1797,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SC-1,WD,9,21,2018,T1,,1894,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SITR-7,WD,9,21,2018,T1,,1691,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SOBI-5,WD,9,21,2018,T1,,1584,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SEAC-17,WD,9,21,2018,T1,,1820,
GX - 09/21/2018,GX - 09/25/2018,12,B1,DEFL-13,WD,9,21,2018,T1,,1653,
GX - 09/21/2018,GX - 09/25/2018,12,B1,VAMA-19,WD,9,21,2018,T2,,1888,
GX - 09/21/2018,GX - 09/25/2018,12,B1,PLMA-16,WD,9,21,2018,T2,,1991,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SYNO-9,WD,9,21,2018,T2,,2035,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SC-15,WD,9,21,2018,T2,,1992,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SITR-5,WD,9,21,2018,T2,,2029,"typo in pot_ID column; changed from ""SITR-15"" to ""SITR-5"" (GX)"
GX - 09/21/2018,GX - 09/25/2018,12,B1,DASP-1,WD,9,21,2018,T2,,1858,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SEAL-14,WD,9,21,2018,T2,,2025,
GX - 09/21/2018,GX - 09/25/2018,12,B1,EMNI-12,WD,9,21,2018,T2,,2038,
GX - 09/21/2018,GX - 09/25/2018,12,B1,DEFL-18,WD,9,21,2018,T2,,1805,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SEAC-11,WD,9,21,2018,T2,,1987,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SESE-20,WD,9,21,2018,T2,,1970,
GX - 07/21/2018,GX - 07/21/2018,3,B4,FERU-9,WD,7,21,2018,T3,3.86,1751,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SOBI-17,WD,9,21,2018,T2,,1997,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SYNO-11,WD,9,21,2018,T2,,2008,
GX - 09/21/2018,GX - 09/25/2018,12,B1,PLMA-10,WD,9,21,2018,T2,,1998,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SEAL-4,WD,9,21,2018,T2,,1901,
GX - 09/21/2018,GX - 09/25/2018,12,B1,EMNI-13,WD,9,21,2018,T2,,2071,
GX - 09/21/2018,GX - 09/25/2018,12,B1,DASP-12,WD,9,21,2018,T2,,1897,
GX - 09/21/2018,GX - 09/25/2018,12,B1,VAMA-20,WD,9,21,2018,T2,,1945,
GX - 07/21/2018,GX - 07/21/2018,3,B4,FERU-9,WD,7,22,2018,T4,3.79,1719,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SESE-18,WD,9,21,2018,T2,,2016,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SC-1,WD,9,21,2018,T2,,2088,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SITR-7,WD,9,21,2018,T2,,1892,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SOBI-5,WD,9,21,2018,T2,,1879,
GX - 09/21/2018,GX - 09/25/2018,12,B1,SEAC-17,WD,9,21,2018,T2,,1941,
GX - 09/21/2018,GX - 09/25/2018,12,B1,DEFL-13,WD,9,21,2018,T2,,1872,
GX - 09/22/2018,GX - 09/25/2018,12,B1,VAMA-19,WD,9,22,2018,T3,,1870,
GX - 09/22/2018,GX - 09/25/2018,12,B1,PLMA-16,WD,9,22,2018,T3,,1965,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SYNO-9,WD,9,22,2018,T3,,2000,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SC-15,WD,9,22,2018,T3,,1970,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SITR-5,WD,9,22,2018,T3,,2009,"typo in pot_ID column; changed from ""SITR-15"" to ""SITR-5"" (GX)"
GX - 09/22/2018,GX - 09/25/2018,12,B1,DASP-1,WD,9,22,2018,T3,,1833,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SEAL-14,WD,9,22,2018,T3,,1996,
GX - 09/22/2018,GX - 09/25/2018,12,B1,EMNI-12,WD,9,22,2018,T3,,2016,
GX - 09/22/2018,GX - 09/25/2018,12,B1,DEFL-18,WD,9,22,2018,T3,,1781,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SEAC-11,WD,9,22,2018,T3,,1967,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SESE-20,WD,9,22,2018,T3,,1943,
GX - 07/27/2018,GX - 07/27/2018,4,B4,FERU-9,WD,7,27,2018,T1,2.99,1356,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SOBI-17,WD,9,22,2018,T3,,1953,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SYNO-11,WD,9,22,2018,T3,,1963,
GX - 09/22/2018,GX - 09/25/2018,12,B1,PLMA-10,WD,9,22,2018,T3,,1959,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SEAL-4,WD,9,22,2018,T3,,1878,
GX - 09/22/2018,GX - 09/25/2018,12,B1,EMNI-13,WD,9,22,2018,T3,,2053,
GX - 09/22/2018,GX - 09/25/2018,12,B1,DASP-12,WD,9,22,2018,T3,,1886,
GX - 09/22/2018,GX - 09/25/2018,12,B1,VAMA-20,WD,9,22,2018,T3,,1930,
GX - 07/27/2018,GX - 07/27/2018,4,B4,FERU-9,WD,7,27,2018,T2,4.02,1823,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SESE-18,WD,9,22,2018,T3,,1999,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SC-1,WD,9,22,2018,T3,,2069,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SITR-7,WD,9,22,2018,T3,,1874,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SOBI-5,WD,9,22,2018,T3,,1852,
GX - 09/22/2018,GX - 09/25/2018,12,B1,SEAC-17,WD,9,22,2018,T3,,1933,
GX - 09/22/2018,GX - 09/25/2018,12,B1,DEFL-13,WD,9,22,2018,T3,,1854,
GX - 09/23/2018,GX - 09/25/2018,12,B1,VAMA-19,WD,9,23,2018,T4,,1842,
GX - 09/23/2018,GX - 09/25/2018,12,B1,PLMA-16,WD,9,23,2018,T4,,1925,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SYNO-9,WD,9,23,2018,T4,,1937,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SC-15,WD,9,23,2018,T4,,1931,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SITR-5,WD,9,23,2018,T4,,1976,"typo in pot_ID column; changed from ""SITR-15"" to ""SITR-5"" (GX)"
GX - 09/23/2018,GX - 09/25/2018,12,B1,DASP-1,WD,9,23,2018,T4,,1796,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SEAL-14,WD,9,23,2018,T4,,1957,
GX - 09/23/2018,GX - 09/25/2018,12,B1,EMNI-12,WD,9,23,2018,T4,,1976,
GX - 09/23/2018,GX - 09/25/2018,12,B1,DEFL-18,WD,9,23,2018,T4,,1739,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SEAC-11,WD,9,23,2018,T4,,1939,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SESE-20,WD,9,23,2018,T4,,1901,
GX - 07/28/2018,GX - 07/28/2018,4,B4,FERU-9,WD,7,28,2018,T3,3.90,1769,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SOBI-17,WD,9,23,2018,T4,,1668,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SYNO-11,WD,9,23,2018,T4,,1878,
GX - 09/23/2018,GX - 09/25/2018,12,B1,PLMA-10,WD,9,23,2018,T4,,1909,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SEAL-4,WD,9,23,2018,T4,,1831,
GX - 09/23/2018,GX - 09/25/2018,12,B1,EMNI-13,WD,9,23,2018,T4,,2018,
GX - 09/23/2018,GX - 09/25/2018,12,B1,DASP-12,WD,9,23,2018,T4,,1850,
GX - 09/23/2018,GX - 09/25/2018,12,B1,VAMA-20,WD,9,23,2018,T4,,1897,
GX - 07/29/2018,GX - 07/29/2018,4,B4,FERU-9,WD,7,29,2018,T4,3.74,1696,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SESE-18,WD,9,23,2018,T4,,1957,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SC-1,WD,9,23,2018,T4,,2025,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SITR-7,WD,9,23,2018,T4,,1827,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SOBI-5,WD,9,23,2018,T4,,1787,
GX - 09/23/2018,GX - 09/25/2018,12,B1,SEAC-17,WD,9,23,2018,T4,,1910,
GX - 09/23/2018,GX - 09/25/2018,12,B1,DEFL-13,WD,9,23,2018,T4,,1810,
GX - 09/14/2018,GX - 09/19/2018,11,B5,VAMA-5,WD,9,14,2018,T1,,1658,
GX - 09/21/2018,GX - 09/25/2018,12,B2,PLMA-6,WD,9,21,2018,T1,,1690,
GX - 09/21/2018,GX - 09/25/2018,12,B2,SC-7,WD,9,21,2018,T1,,1856,
GX - 09/21/2018,GX - 09/25/2018,12,B2,SITR-2,WD,9,21,2018,T1,,1649,
GX - 09/21/2018,GX - 09/25/2018,12,B2,DASP-6,WD,9,21,2018,T1,,1704,
GX - 09/21/2018,GX - 09/25/2018,12,B2,SEAL-8,WD,9,21,2018,T1,,1822,
GX - 09/21/2018,GX - 09/25/2018,12,B2,EMNI-9,WD,9,21,2018,T1,,1895,
GX - 09/21/2018,GX - 09/25/2018,12,B2,DEFL-20,WD,9,21,2018,T1,,1584,
GX - 09/21/2018,GX - 09/25/2018,12,B2,SEAC-3,WD,9,21,2018,T1,,1768,
GX - 09/21/2018,GX - 09/25/2018,12,B2,SESE-7,WD,9,21,2018,T1,,1825,
GX - 09/21/2018,GX - 09/25/2018,12,B2,SOBI-9,WD,9,21,2018,T1,,1537,
